Operação,Tipo,No. Invoice,Incoterm,ID País Origem,País Origem,ID País Destino,Local Destino,ID Operador Logístico,Doc. Embarque (AWB / BL),Peso (kg),Volume (cbm),Tipo de serviço,Data da Coleta,Data da Entrega,Prazo Realizado,Prazo Contratado,Status Entrega,Cód. Exceção
Exportação,Marítimo,981962,EXW,BR,Brazil,BE,Brussels,1146,BL-329183,7589,21,STANDARD,"sábado, 10 de junho de 2023","segunda-feira, 03 de julho de 2023",2,3,No Prazo,
Exportação,Aéreo,981788,CIF,BR,Brazil,US,Chicago,1147,AWB-882401,14818,53,STANDARD,"quinta-feira, 18 de maio de 2023","sábado, 20 de maio de 2023",3,5,No Prazo,
Exportação,Marítimo,982112,FOB,BR,Brazil,US,Atlanta,1146,BL-872918,134,1,STANDARD,"sábado, 08 de abril de 2023","quinta-feira, 04 de maio de 2023",2,4,No Prazo,
Exportação,Marítimo,982356,FOB,BR,Brazil,NL,Rotterdam,1146,BL-353814,3693,10,STANDARD,"segunda-feira, 01 de maio de 2023","quinta-feira, 01 de junho de 2023",1,3,No Prazo,
Exportação,Marítimo,981838,FOB,BR,Brazil,IT,Naples,1146,BL-312616,328,1,STANDARD,"domingo, 16 de abril de 2023","terça-feira, 02 de maio de 2023",10,5,Atraso,
Exportação,Marítimo,981969,FOB,BR,Brazil,DE,Bremen,1146,BL-263573,1642,8,STANDARD,"segunda-feira, 13 de novembro de 2023","sexta-feira, 24 de novembro de 2023",1,1,No Prazo,
Exportação,Marítimo,982548,FOB,BR,Brazil,BE,Antwerp,1146,BL-182300,2540,9,STANDARD,"sexta-feira, 03 de março de 2023","sexta-feira, 31 de março de 2023",2,4,No Prazo,
Exportação,Marítimo,982111,DDP,BR,Brazil,NL,Utrecht,1147,BL-743644,899,3,ECONOMY,"quarta-feira, 06 de dezembro de 2023","sexta-feira, 22 de dezembro de 2023",3,3,No Prazo,
Exportação,Aéreo,982588,FOB,BR,Brazil,BE,Antwerp,4090,AWB-144316,264,1,STANDARD,"quinta-feira, 05 de outubro de 2023","terça-feira, 10 de outubro de 2023",3,4,No Prazo,
Exportação,Marítimo,982244,FOB,BR,Brazil,US,Houston,1147,BL-430738,49793,228,EXPRESS,"segunda-feira, 10 de julho de 2023","sábado, 05 de agosto de 2023",9,6,Atraso,
Exportação,Marítimo,982499,FOB,BR,Brazil,NL,Amsterdam,1146,BL-388078,4738,14,ECONOMY,"domingo, 22 de outubro de 2023","quarta-feira, 15 de novembro de 2023",2,4,No Prazo,
Exportação,Marítimo,982393,EXW,BR,Brazil,AR,Mendoza,1148,BL-635962,4842,25,STANDARD,"terça-feira, 04 de abril de 2023","terça-feira, 25 de abril de 2023",3,5,No Prazo,
Exportação,Aéreo,981839,FOB,BR,Brazil,CN,Guangzhou,1146,AWB-886609,64,1,STANDARD,"domingo, 23 de julho de 2023","quarta-feira, 26 de julho de 2023",7,6,Atraso,
Exportação,Aéreo,981668,FOB,BR,Brazil,CN,Tianjin,1148,AWB-651273,508,1,STANDARD,"terça-feira, 07 de março de 2023","quarta-feira, 08 de março de 2023",3,5,No Prazo,E05
Exportação,Marítimo,982576,FOB,BR,Brazil,CN,Shenzhen,1146,BL-667036,2527,9,STANDARD,"sábado, 02 de setembro de 2023","segunda-feira, 02 de outubro de 2023",3,4,No Prazo,E02
Exportação,Marítimo,981970,DDP,BR,Brazil,DE,Hamburg,1148,BL-512842,32655,179,STANDARD,"sexta-feira, 15 de setembro de 2023","sábado, 14 de outubro de 2023",1,2,No Prazo,
Exportação,Aéreo,982615,FOB,BR,Brazil,DE,Bremen,1147,AWB-226215,894,4,STANDARD,"quarta-feira, 23 de agosto de 2023","terça-feira, 29 de agosto de 2023",3,5,No Prazo,
Exportação,Marítimo,982088,EXW,BR,Brazil,NL,Utrecht,1146,BL-430984,875,2,EXPRESS,"sábado, 23 de setembro de 2023","domingo, 15 de outubro de 2023",1,1,No Prazo,
Exportação,Marítimo,981630,EXW,BR,Brazil,GB,Liverpool,1146,BL-806848,2102,6,STANDARD,"quinta-feira, 05 de janeiro de 2023","terça-feira, 24 de janeiro de 2023",3,5,No Prazo,
Exportação,Marítimo,982213,EXW,BR,Brazil,CN,Beijing,1147,BL-205641,33680,119,EXPRESS,"sexta-feira, 14 de julho de 2023","sexta-feira, 04 de agosto de 2023",3,5,No Prazo,
Exportação,Marítimo,982247,EXW,BR,Brazil,DE,Frankfurt,1147,BL-372315,256,1,EXPRESS,"quarta-feira, 05 de julho de 2023","quinta-feira, 17 de agosto de 2023",7,3,Atraso,
Exportação,Marítimo,981890,EXW,BR,Brazil,IT,Rome,1146,BL-348658,3473,10,STANDARD,"domingo, 08 de outubro de 2023","sexta-feira, 27 de outubro de 2023",3,4,No Prazo,
Exportação,Marítimo,982603,CIF,BR,Brazil,CN,Guangzhou,1148,BL-742865,1113,3,STANDARD,"quarta-feira, 30 de agosto de 2023","sábado, 23 de setembro de 2023",1,1,No Prazo,
Exportação,Marítimo,981811,FOB,BR,Brazil,CA,Vancouver,1147,BL-622998,1129,3,STANDARD,"sexta-feira, 07 de julho de 2023","quarta-feira, 09 de agosto de 2023",9,6,Atraso,
Exportação,Marítimo,982053,FOB,BR,Brazil,US,Houston,4089,BL-834750,11906,38,STANDARD,"terça-feira, 18 de abril de 2023","sexta-feira, 05 de maio de 2023",3,4,No Prazo,
Exportação,Marítimo,982499,DDP,BR,Brazil,US,Miami,1148,BL-520051,460,1,EXPRESS,"quinta-feira, 06 de julho de 2023","sexta-feira, 28 de julho de 2023",3,5,No Prazo,
Exportação,Marítimo,981810,CIF,BR,Brazil,US,Miami,4089,BL-699166,246,1,STANDARD,"sábado, 19 de agosto de 2023","sexta-feira, 08 de setembro de 2023",1,3,No Prazo,E01
Exportação,Marítimo,982329,EXW,BR,Brazil,CN,Beijing,1148,BL-339669,6232,20,EXPRESS,"domingo, 22 de outubro de 2023","quinta-feira, 23 de novembro de 2023",3,5,No Prazo,
Exportação,Marítimo,982451,EXW,BR,Brazil,JP,Tokyo,4090,BL-347259,330,1,EXPRESS,"sexta-feira, 19 de maio de 2023","segunda-feira, 12 de junho de 2023",5,4,Atraso,E01
Exportação,Aéreo,981829,CIF,BR,Brazil,JP,Kobe,4090,AWB-252928,278,1,EXPRESS,"sábado, 15 de julho de 2023","terça-feira, 18 de julho de 2023",2,2,No Prazo,
Exportação,Marítimo,982455,FOB,BR,Brazil,BE,Antwerp,4089,BL-110215,11101,60,STANDARD,"quinta-feira, 31 de agosto de 2023","terça-feira, 26 de setembro de 2023",12,5,Atraso,
Exportação,Marítimo,982142,CIF,BR,Brazil,CN,Beijing,4089,BL-241003,342,1,EXPRESS,"sexta-feira, 04 de agosto de 2023","terça-feira, 05 de setembro de 2023",2,4,No Prazo,
Exportação,Marítimo,982369,FOB,BR,Brazil,CN,Tianjin,1146,BL-431064,175,1,STANDARD,"domingo, 01 de outubro de 2023","sábado, 04 de novembro de 2023",1,3,No Prazo,
Exportação,Marítimo,981889,DDP,BR,Brazil,CN,Shenzhen,1146,BL-689444,737,3,ECONOMY,"sábado, 03 de junho de 2023","domingo, 02 de julho de 2023",11,5,Atraso,E03
Exportação,Aéreo,982041,EXW,BR,Brazil,US,Chicago,1146,AWB-203782,156,1,EXPRESS,"quarta-feira, 25 de janeiro de 2023","domingo, 29 de janeiro de 2023",7,6,Atraso,
Exportação,Aéreo,981696,FOB,BR,Brazil,US,Atlanta,1146,AWB-325933,664,3,EXPRESS,"sábado, 25 de março de 2023","domingo, 26 de março de 2023",1,1,No Prazo,
Exportação,Aéreo,982495,EXW,BR,Brazil,AR,Rosario,4089,AWB-760458,640,2,ECONOMY,"sexta-feira, 01 de setembro de 2023","quarta-feira, 06 de setembro de 2023",1,3,No Prazo,
Exportação,Marítimo,982399,FOB,BR,Brazil,MX,Mexico City,4089,BL-450912,725,2,STANDARD,"sábado, 19 de agosto de 2023","quinta-feira, 14 de setembro de 2023",2,4,No Prazo,
Exportação,Marítimo,982006,FOB,BR,Brazil,US,Miami,1148,BL-687569,2247,10,STANDARD,"terça-feira, 04 de julho de 2023","domingo, 06 de agosto de 2023",8,3,Atraso,
Exportação,Marítimo,981991,FOB,BR,Brazil,US,Chicago,1146,BL-120798,4759,16,EXPRESS,"sexta-feira, 12 de maio de 2023","segunda-feira, 05 de junho de 2023",10,5,Atraso,E03
Exportação,Marítimo,981999,FOB,BR,Brazil,ES,Bilbao,4089,BL-812597,1961,5,STANDARD,"sábado, 04 de março de 2023","quinta-feira, 30 de março de 2023",3,5,No Prazo,
Exportação,Aéreo,982231,DDP,BR,Brazil,CN,Tianjin,4089,AWB-703869,1297,4,STANDARD,"quarta-feira, 12 de abril de 2023","segunda-feira, 17 de abril de 2023",2,4,No Prazo,
Exportação,Marítimo,982193,FOB,BR,Brazil,US,Atlanta,1146,BL-283017,97,1,STANDARD,"quarta-feira, 29 de novembro de 2023","terça-feira, 02 de janeiro de 2024",1,1,No Prazo,
Exportação,Marítimo,981975,CIF,BR,Brazil,US,Miami,1148,BL-805893,6041,16,STANDARD,"sábado, 01 de julho de 2023","sábado, 22 de julho de 2023",1,3,No Prazo,
Exportação,Aéreo,982437,FOB,BR,Brazil,US,Chicago,4090,AWB-872303,1410,7,STANDARD,"quinta-feira, 07 de setembro de 2023","segunda-feira, 11 de setembro de 2023",2,4,No Prazo,
Exportação,Marítimo,982035,EXW,BR,Brazil,DE,Munich,1146,BL-743473,2408,8,ECONOMY,"sexta-feira, 10 de fevereiro de 2023","segunda-feira, 13 de março de 2023",2,2,No Prazo,E01
Exportação,Aéreo,982292,EXW,BR,Brazil,CN,Guangzhou,1147,AWB-251884,110,1,ECONOMY,"sábado, 26 de agosto de 2023","domingo, 27 de agosto de 2023",2,2,No Prazo,
Exportação,Aéreo,982474,FOB,BR,Brazil,JP,Osaka,1148,AWB-453777,1986,5,STANDARD,"sexta-feira, 24 de novembro de 2023","sexta-feira, 01 de dezembro de 2023",3,3,No Prazo,E06
Exportação,Marítimo,982275,CIF,BR,Brazil,MX,Guadalajara,1147,BL-699405,17903,80,EXPRESS,"segunda-feira, 20 de novembro de 2023","quarta-feira, 20 de dezembro de 2023",1,1,No Prazo,
Exportação,Marítimo,981730,DDP,BR,Brazil,US,Houston,1148,BL-269868,1669,7,STANDARD,"segunda-feira, 06 de fevereiro de 2023","quinta-feira, 16 de março de 2023",3,4,No Prazo,
Exportação,Marítimo,981971,FOB,BR,Brazil,US,Miami,1146,BL-432270,1485,4,EXPRESS,"quinta-feira, 27 de abril de 2023","segunda-feira, 29 de maio de 2023",2,4,No Prazo,
Exportação,Marítimo,981924,FOB,BR,Brazil,CN,Guangzhou,4090,BL-734792,12403,52,STANDARD,"sábado, 30 de dezembro de 2023","quarta-feira, 17 de janeiro de 2024",2,4,No Prazo,
Exportação,Marítimo,982560,CIF,BR,Brazil,CN,Shenzhen,4089,BL-566509,90985,230,EXPRESS,"sexta-feira, 19 de maio de 2023","quinta-feira, 08 de junho de 2023",1,2,No Prazo,
Exportação,Aéreo,982186,FOB,BR,Brazil,US,Miami,1147,AWB-572161,4412,13,STANDARD,"sábado, 28 de outubro de 2023","quarta-feira, 01 de novembro de 2023",1,3,No Prazo,
Exportação,Aéreo,981842,EXW,BR,Brazil,JP,Kobe,1148,AWB-995706,1518,5,STANDARD,"segunda-feira, 27 de março de 2023","sábado, 01 de abril de 2023",1,1,No Prazo,
Exportação,Marítimo,982400,DDP,BR,Brazil,US,New York,1146,BL-346024,47545,223,STANDARD,"segunda-feira, 06 de março de 2023","sexta-feira, 31 de março de 2023",8,3,Atraso,E01
Exportação,Aéreo,982619,CIF,BR,Brazil,US,Atlanta,1146,AWB-880009,134,1,STANDARD,"terça-feira, 09 de maio de 2023","quinta-feira, 11 de maio de 2023",8,4,Atraso,
Exportação,Marítimo,981872,CIF,BR,Brazil,US,Atlanta,1148,BL-275018,53392,269,STANDARD,"sexta-feira, 10 de fevereiro de 2023","domingo, 26 de fevereiro de 2023",2,2,No Prazo,
Exportação,Marítimo,981755,EXW,BR,Brazil,US,Houston,4090,BL-166891,1341,5,STANDARD,"quarta-feira, 22 de fevereiro de 2023","quinta-feira, 16 de março de 2023",2,3,No Prazo,
Exportação,Marítimo,981714,CIF,BR,Brazil,AR,Mendoza,1147,BL-127645,2957,13,STANDARD,"domingo, 08 de outubro de 2023","terça-feira, 24 de outubro de 2023",12,5,Atraso,
Exportação,Marítimo,982443,FOB,BR,Brazil,AR,Mendoza,1147,BL-187295,1915,11,STANDARD,"terça-feira, 26 de setembro de 2023","terça-feira, 24 de outubro de 2023",7,5,Atraso,E02
Exportação,Aéreo,982293,FOB,BR,Brazil,DE,Hamburg,1148,AWB-262816,1338,4,STANDARD,"segunda-feira, 15 de maio de 2023","sábado, 20 de maio de 2023",11,4,Atraso,
Exportação,Aéreo,982615,CIF,BR,Brazil,NL,Rotterdam,1148,AWB-508783,90,1,STANDARD,"sábado, 02 de dezembro de 2023","sexta-feira, 08 de dezembro de 2023",12,6,Atraso,E04
Exportação,Marítimo,981916,CIF,BR,Brazil,CN,Guangzhou,4089,BL-873422,918,2,STANDARD,"sexta-feira, 28 de abril de 2023","segunda-feira, 22 de maio de 2023",3,3,No Prazo,
Exportação,Marítimo,982305,EXW,BR,Brazil,CN,Guangzhou,1147,BL-232552,2186,8,STANDARD,"terça-feira, 15 de agosto de 2023","domingo, 10 de setembro de 2023",2,4,No Prazo,
Exportação,Marítimo,982523,CIF,BR,Brazil,DE,Bremen,1148,BL-278895,20827,78,STANDARD,"quarta-feira, 27 de setembro de 2023","quarta-feira, 18 de outubro de 2023",12,5,Atraso,
Exportação,Marítimo,982345,FOB,BR,Brazil,NL,Rotterdam,1148,BL-474175,182,1,STANDARD,"quarta-feira, 18 de janeiro de 2023","sexta-feira, 10 de fevereiro de 2023",3,3,No Prazo,E02
Exportação,Marítimo,982145,EXW,BR,Brazil,DE,Frankfurt,1146,BL-666843,944,3,STANDARD,"sexta-feira, 01 de setembro de 2023","quarta-feira, 20 de setembro de 2023",1,3,No Prazo,
Exportação,Marítimo,982123,CIF,BR,Brazil,MX,Guadalajara,1147,BL-241678,2143,8,STANDARD,"domingo, 08 de outubro de 2023","sábado, 04 de novembro de 2023",10,6,Atraso,
Exportação,Marítimo,982274,FOB,BR,Brazil,CN,Tianjin,1147,BL-726612,219,1,ECONOMY,"sábado, 01 de abril de 2023","segunda-feira, 17 de abril de 2023",2,2,No Prazo,E03
Exportação,Marítimo,982436,CIF,BR,Brazil,CN,Shenzhen,1148,BL-766738,220,1,STANDARD,"segunda-feira, 20 de novembro de 2023","terça-feira, 19 de dezembro de 2023",7,5,Atraso,
Exportação,Marítimo,982207,CIF,BR,Brazil,DE,Berlin,1146,BL-770864,3043,11,STANDARD,"sexta-feira, 11 de agosto de 2023","segunda-feira, 11 de setembro de 2023",3,3,No Prazo,
Exportação,Marítimo,981989,CIF,BR,Brazil,US,Atlanta,1147,BL-464032,7604,19,STANDARD,"domingo, 01 de outubro de 2023","domingo, 22 de outubro de 2023",1,1,No Prazo,
Exportação,Marítimo,981905,FOB,BR,Brazil,US,Houston,4089,BL-943797,1884,4,STANDARD,"quarta-feira, 04 de outubro de 2023","terça-feira, 17 de outubro de 2023",2,2,No Prazo,
Exportação,Marítimo,981989,CIF,BR,Brazil,CN,Shanghai,4089,BL-483551,1887,4,STANDARD,"terça-feira, 15 de agosto de 2023","sábado, 19 de agosto de 2023",1,1,No Prazo,
Exportação,Marítimo,981834,FOB,BR,Brazil,CN,Shenzhen,1148,BL-418319,152,1,STANDARD,"domingo, 14 de maio de 2023","sábado, 10 de junho de 2023",9,3,Atraso,
Exportação,Marítimo,982211,FOB,BR,Brazil,CN,Shanghai,1146,BL-954987,3567,10,STANDARD,"domingo, 01 de janeiro de 2023","segunda-feira, 30 de janeiro de 2023",1,3,No Prazo,E06
Exportação,Marítimo,981970,EXW,BR,Brazil,US,Los Angeles,1148,BL-591989,2828,8,ECONOMY,"segunda-feira, 26 de junho de 2023","quinta-feira, 06 de julho de 2023",3,3,No Prazo,
Exportação,Marítimo,982622,CIF,BR,Brazil,JP,Tokyo,1147,BL-615827,7724,32,STANDARD,"terça-feira, 19 de dezembro de 2023","quinta-feira, 18 de janeiro de 2024",6,3,Atraso,
Exportação,Marítimo,981688,FOB,BR,Brazil,NL,Amsterdam,1146,BL-903072,1449,5,ECONOMY,"sábado, 03 de junho de 2023","segunda-feira, 26 de junho de 2023",2,2,No Prazo,
Exportação,Aéreo,982291,CIF,BR,Brazil,IT,Genoa,1147,AWB-342446,669,3,STANDARD,"terça-feira, 30 de maio de 2023","terça-feira, 06 de junho de 2023",2,4,No Prazo,
Exportação,Aéreo,982063,FOB,BR,Brazil,US,New York,1147,AWB-297731,220,1,STANDARD,"domingo, 08 de outubro de 2023","terça-feira, 10 de outubro de 2023",11,4,Atraso,
Exportação,Marítimo,982129,FOB,BR,Brazil,CN,Shenzhen,1148,BL-513927,2231,6,EXPRESS,"domingo, 15 de outubro de 2023","quarta-feira, 01 de novembro de 2023",3,5,No Prazo,E02
Exportação,Marítimo,982415,CIF,BR,Brazil,CN,Beijing,1146,BL-872924,125,1,ECONOMY,"sábado, 25 de março de 2023","quinta-feira, 27 de abril de 2023",3,3,No Prazo,E03
Exportação,Marítimo,981909,CIF,BR,Brazil,CN,Shenzhen,4090,BL-375754,540,1,STANDARD,"quinta-feira, 13 de julho de 2023","domingo, 13 de agosto de 2023",3,4,No Prazo,
Exportação,Aéreo,982325,EXW,BR,Brazil,AR,Buenos Aires,1147,AWB-351198,391,1,STANDARD,"sábado, 05 de agosto de 2023","quarta-feira, 09 de agosto de 2023",1,3,No Prazo,E06
Exportação,Aéreo,982512,FOB,BR,Brazil,CN,Tianjin,1147,AWB-827632,10651,29,STANDARD,"sexta-feira, 10 de novembro de 2023","quarta-feira, 15 de novembro de 2023",3,3,No Prazo,
Exportação,Aéreo,981978,FOB,BR,Brazil,US,Atlanta,1146,AWB-779956,309,1,EXPRESS,"sábado, 20 de maio de 2023","terça-feira, 23 de maio de 2023",2,4,No Prazo,E05
Exportação,Marítimo,982110,EXW,BR,Brazil,DE,Berlin,1146,BL-297132,1329,7,STANDARD,"quinta-feira, 18 de maio de 2023","sábado, 10 de junho de 2023",7,3,Atraso,E03
Exportação,Marítimo,981828,EXW,BR,Brazil,JP,Tokyo,1147,BL-403662,379,1,STANDARD,"terça-feira, 04 de abril de 2023","terça-feira, 09 de maio de 2023",1,3,No Prazo,E04
Exportação,Marítimo,982156,EXW,BR,Brazil,US,New York,1146,BL-747736,4416,25,STANDARD,"quinta-feira, 23 de novembro de 2023","quinta-feira, 14 de dezembro de 2023",1,3,No Prazo,
Exportação,Aéreo,982408,FOB,BR,Brazil,DE,Munich,4089,AWB-753004,591,2,ECONOMY,"sábado, 20 de maio de 2023","quinta-feira, 25 de maio de 2023",2,3,No Prazo,
Exportação,Marítimo,982020,CIF,BR,Brazil,NL,Amsterdam,4090,BL-120337,1997,10,STANDARD,"sexta-feira, 07 de abril de 2023","sexta-feira, 28 de abril de 2023",3,5,No Prazo,
Exportação,Aéreo,982685,DDP,BR,Brazil,CN,Beijing,1147,AWB-660957,101,1,STANDARD,"quinta-feira, 26 de janeiro de 2023","terça-feira, 31 de janeiro de 2023",1,1,No Prazo,E01
Exportação,Aéreo,982689,DDP,BR,Brazil,AR,Buenos Aires,4089,AWB-207241,101,1,EXPRESS,"quinta-feira, 06 de abril de 2023","quinta-feira, 13 de abril de 2023",8,6,Atraso,
Exportação,Marítimo,981823,DDP,BR,Brazil,NL,Amsterdam,4089,BL-849937,515,3,STANDARD,"quinta-feira, 18 de maio de 2023","sexta-feira, 16 de junho de 2023",3,4,No Prazo,E05
Exportação,Aéreo,981934,CIF,BR,Brazil,JP,Kobe,1147,AWB-194578,132,1,STANDARD,"quinta-feira, 05 de janeiro de 2023","quinta-feira, 12 de janeiro de 2023",2,2,No Prazo,
Exportação,Marítimo,982202,EXW,BR,Brazil,DE,Bremen,4090,BL-327738,236,1,STANDARD,"domingo, 08 de janeiro de 2023","quarta-feira, 25 de janeiro de 2023",2,3,No Prazo,
Exportação,Marítimo,982017,FOB,BR,Brazil,DE,Frankfurt,1147,BL-923892,1255,5,EXPRESS,"sexta-feira, 04 de agosto de 2023","domingo, 27 de agosto de 2023",8,4,Atraso,
Exportação,Marítimo,982173,FOB,BR,Brazil,FR,Le Havre,1147,BL-830789,1980,6,STANDARD,"segunda-feira, 10 de julho de 2023","sábado, 19 de agosto de 2023",7,3,Atraso,E04
Exportação,Marítimo,981782,FOB,BR,Brazil,US,New York,1148,BL-984522,10502,53,STANDARD,"segunda-feira, 19 de junho de 2023","domingo, 30 de julho de 2023",10,3,Atraso,E04
Exportação,Aéreo,981973,EXW,BR,Brazil,NL,Rotterdam,1148,AWB-913331,256,1,STANDARD,"domingo, 29 de janeiro de 2023","quarta-feira, 01 de fevereiro de 2023",3,3,No Prazo,E02
Exportação,Marítimo,982258,FOB,BR,Brazil,AR,Mendoza,1147,BL-592984,192,1,STANDARD,"segunda-feira, 06 de fevereiro de 2023","quinta-feira, 02 de março de 2023",6,3,Atraso,
Exportação,Marítimo,982620,EXW,BR,Brazil,CN,Beijing,1146,BL-982417,200,1,STANDARD,"domingo, 09 de abril de 2023","quarta-feira, 10 de maio de 2023",3,3,No Prazo,
Exportação,Marítimo,982552,DDP,BR,Brazil,CN,Guangzhou,1148,BL-113228,1269,3,STANDARD,"sábado, 15 de julho de 2023","terça-feira, 01 de agosto de 2023",11,4,Atraso,
Exportação,Marítimo,982099,EXW,BR,Brazil,CN,Shanghai,1148,BL-908688,111,1,STANDARD,"segunda-feira, 08 de maio de 2023","domingo, 04 de junho de 2023",8,3,Atraso,
Exportação,Aéreo,982461,CIF,BR,Brazil,US,Houston,1148,AWB-135138,1277,3,STANDARD,"domingo, 07 de maio de 2023","quarta-feira, 10 de maio de 2023",7,4,Atraso,
Exportação,Marítimo,982459,FOB,BR,Brazil,GB,London,1147,BL-908447,9600,31,STANDARD,"quinta-feira, 24 de agosto de 2023","segunda-feira, 18 de setembro de 2023",1,2,No Prazo,
Exportação,Marítimo,982389,EXW,BR,Brazil,FR,Paris,1148,BL-318572,8727,24,STANDARD,"domingo, 24 de setembro de 2023","sábado, 21 de outubro de 2023",1,2,No Prazo,
Exportação,Marítimo,982406,FOB,BR,Brazil,CN,Shenzhen,1146,BL-427270,669,1,STANDARD,"quarta-feira, 19 de julho de 2023","segunda-feira, 21 de agosto de 2023",1,3,No Prazo,E02
Exportação,Marítimo,982354,FOB,BR,Brazil,US,Miami,1147,BL-863611,2270,15,STANDARD,"quinta-feira, 23 de março de 2023","sábado, 08 de abril de 2023",1,1,No Prazo,
Exportação,Marítimo,982244,CIF,BR,Brazil,NL,Rotterdam,4089,BL-228074,2737,9,ECONOMY,"segunda-feira, 09 de outubro de 2023","sábado, 14 de outubro de 2023",6,4,Atraso,
Exportação,Marítimo,982365,DDP,BR,Brazil,DE,Frankfurt,4089,BL-413328,1513,4,EXPRESS,"segunda-feira, 04 de setembro de 2023","quinta-feira, 28 de setembro de 2023",3,3,No Prazo,
Exportação,Aéreo,982621,FOB,BR,Brazil,CN,Beijing,1146,AWB-154617,401,1,EXPRESS,"terça-feira, 04 de julho de 2023","domingo, 09 de julho de 2023",3,3,No Prazo,E02
Exportação,Marítimo,982710,FOB,BR,Brazil,MX,Monterrey,1146,BL-218414,15373,40,EXPRESS,"sábado, 22 de abril de 2023","quarta-feira, 17 de maio de 2023",3,3,No Prazo,E02
Exportação,Aéreo,982159,FOB,BR,Brazil,AR,Córdoba,4089,AWB-440277,570,1,STANDARD,"terça-feira, 21 de novembro de 2023","sábado, 25 de novembro de 2023",1,3,No Prazo,E02
Exportação,Aéreo,982529,CIF,BR,Brazil,AR,Buenos Aires,4089,AWB-389511,878,5,STANDARD,"segunda-feira, 27 de março de 2023","sexta-feira, 31 de março de 2023",2,2,No Prazo,
Exportação,Marítimo,982525,CIF,BR,Brazil,BE,Antwerp,1147,BL-354897,463,2,STANDARD,"sábado, 22 de julho de 2023","quarta-feira, 09 de agosto de 2023",9,3,Atraso,
Exportação,Marítimo,982313,DDP,BR,Brazil,US,New York,1147,BL-921533,674,4,ECONOMY,"domingo, 22 de janeiro de 2023","sábado, 25 de fevereiro de 2023",3,3,No Prazo,
Exportação,Aéreo,982329,FOB,BR,Brazil,CN,Shenzhen,1148,AWB-262520,364,1,STANDARD,"terça-feira, 19 de dezembro de 2023","sexta-feira, 22 de dezembro de 2023",3,4,No Prazo,E02
Exportação,Marítimo,981974,DDP,BR,Brazil,CN,Guangzhou,1147,BL-265358,12655,59,EXPRESS,"quarta-feira, 15 de fevereiro de 2023","quinta-feira, 09 de março de 2023",2,4,No Prazo,E02
Exportação,Marítimo,982423,FOB,BR,Brazil,US,Houston,4089,BL-748696,558,1,STANDARD,"quinta-feira, 16 de fevereiro de 2023","sexta-feira, 10 de março de 2023",2,2,No Prazo,
Exportação,Aéreo,981783,FOB,BR,Brazil,AR,Rosario,1147,AWB-162678,889,5,STANDARD,"sexta-feira, 17 de novembro de 2023","terça-feira, 21 de novembro de 2023",2,2,No Prazo,
Exportação,Aéreo,981880,CIF,BR,Brazil,DE,Frankfurt,4089,AWB-835395,415,2,EXPRESS,"segunda-feira, 27 de novembro de 2023","quinta-feira, 30 de novembro de 2023",3,5,No Prazo,
Exportação,Marítimo,981852,FOB,BR,Brazil,CN,Tianjin,4090,BL-611540,6538,20,EXPRESS,"sexta-feira, 24 de fevereiro de 2023","quarta-feira, 22 de março de 2023",3,5,No Prazo,
Exportação,Marítimo,982296,EXW,BR,Brazil,DE,Bremen,1148,BL-926867,159,1,STANDARD,"segunda-feira, 12 de junho de 2023","quinta-feira, 29 de junho de 2023",1,2,No Prazo,
Exportação,Marítimo,982476,CIF,BR,Brazil,CN,Guangzhou,1147,BL-302338,696,2,STANDARD,"domingo, 13 de agosto de 2023","sábado, 09 de setembro de 2023",6,5,Atraso,
Exportação,Marítimo,982113,FOB,BR,Brazil,CN,Shanghai,1148,BL-475565,720,2,STANDARD,"terça-feira, 19 de dezembro de 2023","quinta-feira, 18 de janeiro de 2024",1,1,No Prazo,
Exportação,Marítimo,982648,CIF,BR,Brazil,AR,Córdoba,4090,BL-141406,18814,61,STANDARD,"terça-feira, 09 de maio de 2023","domingo, 11 de junho de 2023",1,3,No Prazo,E05
Exportação,Aéreo,982177,EXW,BR,Brazil,CN,Shenzhen,1148,AWB-686179,347,1,ECONOMY,"quinta-feira, 28 de dezembro de 2023","terça-feira, 02 de janeiro de 2024",1,1,No Prazo,
Exportação,Marítimo,982443,CIF,BR,Brazil,US,Miami,4089,BL-613898,725,3,STANDARD,"quinta-feira, 05 de outubro de 2023","segunda-feira, 06 de novembro de 2023",7,5,Atraso,
Exportação,Aéreo,981922,EXW,BR,Brazil,CN,Beijing,1146,AWB-670027,685,4,STANDARD,"quarta-feira, 18 de outubro de 2023","segunda-feira, 23 de outubro de 2023",2,4,No Prazo,
Exportação,Marítimo,982481,FOB,BR,Brazil,NL,Amsterdam,1148,BL-591147,333,1,STANDARD,"quinta-feira, 15 de junho de 2023","sábado, 22 de julho de 2023",7,6,Atraso,
Exportação,Marítimo,982669,FOB,BR,Brazil,AR,Rosario,1148,BL-681456,541,1,ECONOMY,"sexta-feira, 03 de novembro de 2023","sexta-feira, 01 de dezembro de 2023",9,5,Atraso,
Exportação,Aéreo,982277,FOB,BR,Brazil,AR,Córdoba,4089,AWB-262555,696,3,EXPRESS,"domingo, 05 de fevereiro de 2023","segunda-feira, 06 de fevereiro de 2023",10,5,Atraso,
